站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
56959,20220511225209,3.3,1009.8,50,139,1.0,1.0,10430.1
56964,20220511225209,30.3,1015.8,86,259,1.9,1.3,10406.3
56966,20220511225209,24.6,1000.6,57,195,13.5,0.7,10237.5
56969,20220511225209,7.7,1002.3,85,198,2.3,0.0,10333.8
56977,20220511225209,34.9,1016.4,29,329,12.3,0.5,10163.9
56985,20220511225209,0.8,1023.2,70,120,8.5,1.0,10423.5
56986,20220511225209,9.6,1013.3,25,187,10.4,0.8,10067.4
56991,20220511225209,12.0,1009.1,13,114,12.9,0.8,10376.1
59007,20220511225209,24.3,1012.0,79,80,5.6,1.0,10471.8
58448,20220511225209,15.8,1017.6,82,326,12.8,1.5,10124.8
58450,20220511225209,20.5,1024.7,100,121,4.7,0.7,10235.4
58457,20220511225209,32.1,1014.8,84,135,0.9,0.4,10452.3
58464,20220511225209,23.0,1023.4,48,185,13.1,0.1,10188.0
58467,20220511225209,19.1,1007.9,19,187,2.2,0.8,10434.6
58472,20220511225209,19.3,1025.3,6,47,11.2,0.4,10251.8
58477,20220511225209,26.5,1018.1,41,334,14.1,0.8,10356.0
58543,20220511225209,4.7,1023.2,4,86,11.8,1.0,10070.1
58549,20220511225209,13.6,1014.8,62,48,6.4,0.3,10458.0
58553,20220511225209,23.3,1003.8,94,48,8.6,0.6,10386.1
58556,20220511225209,13.6,1008.6,100,21,14.0,1.1,10447.4
58557,20220511225209,14.0,1021.2,89,124,4.1,0.0,10210.6
58562,20220511225209,4.9,1014.4,75,230,7.2,1.1,10457.2
58569,20220511225209,30.5,1007.8,58,34,10.2,0.7,10260.3
58633,20220511225209,2.6,1009.6,74,79,11.0,0.0,10060.7
58646,20220511225209,34.9,1000.1,28,111,13.5,0.0,10008.4
58652,20220511225209,15.6,1016.5,99,239,10.6,0.8,10479.0
58665,20220511225209,10.7,1006.6,52,7,3.0,0.4,10457.6
58666,20220511225209,5.5,1009.6,61,304,6.5,0.6,10298.8
58667,20220511225209,30.1,1000.5,17,335,2.6,1.2,10233.4
58742,20220511225209,24.6,1008.4,27,121,12.4,0.9,10346.2
58752,20220511225209,35.0,1001.1,82,311,11.3,0.0,10000.2
58760,20220511225209,30.9,1017.5,78,139,10.2,1.3,10479.7
57348,20220511225209,11.3,1009.3,20,34,8.4,0.0,10339.0
57426,20220511225209,34.5,1012.4,28,294,4.8,0.2,10272.2
57432,20220511225209,5.3,1004.8,96,266,3.4,1.2,10187.5
57502,20220511225209,2.5,1012.5,54,64,0.3,0.2,10211.8
57512,20220511225209,22.9,1003.9,32,234,4.3,1.0,10337.1
57516,20220511225209,8.3,1009.7,90,41,12.6,0.4,10243.1
57517,20220511225209,31.0,1000.4,36,82,5.7,1.5,10125.9
57520,20220511225209,16.5,1023.6,32,343,7.4,0.8,10359.5
57523,20220511225209,29.3,1000.6,68,234,3.5,1.0,10063.1
57536,20220511225209,3.4,1002.3,81,9,9.5,0.5,10459.1
57612,20220511225209,21.4,1023.9,24,252,1.6,0.2,10165.8
57633,20220511225209,17.6,1009.1,69,359,5.3,0.3,10003.5
