站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
56959,20210520052030,34.8,1000.8,16,89,13.2,0.7,10150.5
56964,20210520052030,29.3,1012.3,46,14,8.7,0.6,10389.6
56966,20210520052030,21.3,1012.4,33,23,14.2,0.6,10073.8
56969,20210520052030,0.6,1004.7,90,343,11.3,1.3,10013.3
56977,20210520052030,10.5,1003.9,9,246,13.8,0.4,10394.9
56985,20210520052030,17.8,1002.5,17,55,7.8,0.2,10312.6
56986,20210520052030,4.2,1011.3,66,290,5.9,0.5,10107.6
56991,20210520052030,19.2,1016.2,14,151,4.1,0.3,10252.6
59007,20210520052030,14.6,1009.0,76,89,9.6,0.8,10416.2
58448,20210520052030,19.6,1016.5,57,69,7.5,0.8,10156.7
58450,20210520052030,23.2,1012.3,67,131,10.6,1.5,10129.2
58457,20210520052030,8.2,1016.3,79,209,5.2,0.4,10357.4
58464,20210520052030,22.9,1015.4,29,69,13.9,1.1,10424.7
58467,20210520052030,21.5,1002.9,79,34,0.1,1.4,10106.7
58472,20210520052030,12.5,1009.1,20,34,4.9,0.5,10194.8
58477,20210520052030,24.6,1004.4,71,74,5.4,0.0,10123.2
58543,20210520052030,30.4,1012.4,29,200,4.3,1.2,10285.8
58549,20210520052030,34.2,1013.7,41,162,10.1,1.0,10361.7
58553,20210520052030,9.1,1018.5,84,313,11.6,0.6,10446.6
58556,20210520052030,24.9,1017.0,25,133,1.1,1.0,10043.6
58557,20210520052030,21.2,1020.9,96,21,9.5,1.5,10409.6
58562,20210520052030,24.4,1025.2,76,125,9.4,0.7,10268.8
58569,20210520052030,19.6,1001.6,48,42,14.3,0.6,10351.5
58633,20210520052030,23.8,1005.0,4,116,12.7,0.0,10339.2
58646,20210520052030,12.0,1010.1,2,285,12.7,1.2,10279.7
58652,20210520052030,0.7,1023.2,53,152,10.6,0.4,10378.5
58665,20210520052030,18.9,1022.2,90,259,8.3,0.0,10083.1
58666,20210520052030,15.8,1008.4,91,27,0.4,0.1,10160.9
58667,20210520052030,29.3,1025.0,19,231,0.4,1.1,10388.2
58742,20210520052030,9.2,1013.5,7,54,4.2,1.5,10434.1
58752,20210520052030,6.8,1019.1,61,32,13.8,0.1,10128.1
58760,20210520052030,20.8,1011.2,6,132,5.6,1.1,10067.4
57348,20210520052030,5.7,1021.3,9,33,7.0,1.0,10199.8
57426,20210520052030,30.0,1019.9,93,220,6.9,0.3,10161.2
57432,20210520052030,4.3,1011.5,86,93,5.1,1.3,10254.9
57502,20210520052030,25.3,1005.6,70,335,13.3,0.2,10378.3
57512,20210520052030,34.4,1026.4,13,84,6.9,0.4,10498.4
57516,20210520052030,31.7,1019.0,15,348,10.1,1.1,10437.2
57517,20210520052030,8.2,1000.8,95,26,2.0,1.1,10170.8
57520,20210520052030,20.4,1004.6,18,304,2.4,1.4,10281.8
57523,20210520052030,28.2,1003.0,1,302,8.9,0.8,10113.3
57536,20210520052030,27.3,1010.4,57,131,13.4,1.5,10038.1
57612,20210520052030,27.1,1014.7,52,38,9.2,1.0,10413.7
57633,20210520052030,2.2,1026.4,50,325,10.8,0.6,10222.6
